"","UserIDs_in","MoYr","X.x","intercept","CTleaf_out.slope","CTleaf2.slope","Date","rdref","q10","LMA_g.m2","R_calc","sDate","Site.x","Plot.x","Spp","Treatment.x","site","Species.x","ï..UserIDs_in","X..N..as.received","X..N.adjusted","Nmass..g.N.kg.1.","X.y","X.1","X.2","Site.y","Plot.y","Species.y","Treatment.y","Narea"
"298","NM1GW",2019-12-01,227,-0.474811156257428,0.112389193635143,-0.000456765678413174,2019-12-14,7.76355335230472,2.44858203832914,172.7572,"R.mass","2019-12-14","NM","1","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","NM1GW",2019-12-01,503,-2.23067929473384,0.112389193635143,-0.000456765678413174,2019-12-14,1.34120973919478,2.44858203832914,172.7572,"R.area","2019-12-14","NM","1","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","NM1GW",2020-02-01,431,-1.60375413266087,0.0771325837315835,0.000151172411097897,2020-02-15,1.52050606593984,2.33243326608971,221.822,"R.area","2020-02-15","NM","1","G","W","NM","G","NM1GW",2.24,2.49,24.86,NA,NA,NA,"NM","1","G","W",5.5233678
"301","NM1GW",2020-02-01,155,-0.0978741121342159,0.0771325837315835,0.000151172411097897,2020-02-15,6.85462247180102,2.33243326608971,221.822,"R.mass","2020-02-15","NM","1","G","W","NM","G","NM1GW",2.24,2.49,24.86,NA,NA,NA,"NM","1","G","W",5.5233678
"302","NM1GW",2020-04-01,275,-0.449520155724673,0.144394385071108,-0.00106790079102046,2020-04-10,12.0963224501285,2.48430627404603,157.333333,"R.mass","2020-04-10","NM","1","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","NM1GW",2020-04-01,551,-2.29890873990801,0.144394385071108,-0.00106790079102046,2020-04-10,1.90315472812145,2.48430627404603,157.333333,"R.area","2020-04-10","NM","1","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","NM1GW",2020-06-01,71,0.675361145575364,0.0359165856080067,0.000651155740817747,2020-06-12,7.24454030494571,1.98326351250137,195.8398,"R.mass","2020-06-12","NM","1","G","W","NM","G","NM1GW",1.92,2.13,21.34,NA,NA,NA,"NM","1","G","W",4.17138774
"305","NM1GW",2020-06-01,347,-0.955097155325162,0.0359165856080067,0.000651155740817747,2020-06-12,1.41876932441251,1.98326351250137,195.8398,"R.area","2020-06-12","NM","1","G","W","NM","G","NM1GW",1.92,2.13,21.34,NA,NA,NA,"NM","1","G","W",4.17138774
"306","NM1GW",2020-07-01,107,1.14878357177706,0.0345942157415986,0.000737318652560075,2020-07-31,11.8753298118805,2.04337220283975,126.6965,"R.mass","2020-07-31","NM","1","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","NM1GW",2020-07-01,383,-0.917177244568934,0.0345942157415985,0.000737318652560076,2020-07-31,1.50456272351092,2.04337220283975,126.6965,"R.area","2020-07-31","NM","1","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","NM1MC",2019-10-01,311,-0.949963501790682,0.0605730753736595,-8.6260273115192e-05,2019-10-18,1.66604193059752,1.7552312544931,138.3193,"R.area","2019-10-18","NM","1","M","C","NM","M","NM1MC",1.45,1.61,16.09,NA,NA,NA,"NM","1","M","C",2.22694073
"309","NM1MC",2019-10-01,35,1.02822699655797,0.0605730753736597,-8.62602731151948e-05,2019-10-18,12.0448985108912,1.7552312544931,138.3193,"R.mass","2019-10-18","NM","1","M","C","NM","M","NM1MC",1.45,1.61,16.09,NA,NA,NA,"NM","1","M","C",2.22694073
"310","NM1MC",2019-12-01,502,-1.09574100191669,0.0796695243477368,-0.000328265563011909,2019-12-14,1.99537325862059,1.8824280546335,185.3967,"R.area","2019-12-14","NM","1","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","NM1MC",2019-12-01,226,0.58951642344485,0.0796695243477367,-0.000328265563011907,2019-12-14,10.7627226300176,1.8824280546335,185.3967,"R.mass","2019-12-14","NM","1","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","NM1MC",2020-02-01,430,-1.40169766607644,0.105520339762167,-0.000719626322913221,2020-02-15,2.1957954576377,2.00449114627261,158.0373,"R.area","2020-02-15","NM","1","M","C","NM","M","NM1MC",1.84,2.04,20.38,NA,NA,NA,"NM","1","M","C",3.22396092
"313","NM1MC",2020-02-01,154,0.443226531790908,0.105520339762166,-0.000719626322913213,2020-02-15,13.8941595284006,2.00449114627261,158.0373,"R.mass","2020-02-15","NM","1","M","C","NM","M","NM1MC",1.84,2.04,20.38,NA,NA,NA,"NM","1","M","C",3.22396092
"314","NM1MC",2020-04-01,274,0.712078206166548,0.0863488092887085,-0.000449684230106266,2020-04-10,13.3263835334959,1.89391473985379,112.326914,"R.mass","2020-04-10","NM","1","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","NM1MC",2020-04-01,550,-1.47426357816479,0.0863488092887086,-0.000449684230106267,2020-04-10,1.49691153709801,1.89391473985379,112.326914,"R.area","2020-04-10","NM","1","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","NM1MC",2020-06-01,70,0.785505623700251,0.0654388750397312,-7.34824538241388e-05,2020-06-12,10.7569382614898,1.85456009704346,164.7742,"R.mass","2020-06-12","NM","1","M","C","NM","M","NM1MC",1.13,1.25,12.54,NA,NA,NA,"NM","1","M","C",2.0596775
"317","NM1MC",2020-06-01,346,-1.01767360346033,0.0654388750397309,-7.34824538241339e-05,2020-06-12,1.77246589648638,1.85456009704346,164.7742,"R.area","2020-06-12","NM","1","M","C","NM","M","NM1MC",1.13,1.25,12.54,NA,NA,NA,"NM","1","M","C",2.0596775
"318","NM1MC",2020-07-01,106,1.07289833690477,0.0268253970199138,0.000573448218707134,2020-07-31,8.18201456059681,1.74190280106703,200,"R.mass","2020-07-31","NM","1","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","NM1MC",2020-07-01,382,-0.536539575529326,0.0268253970199137,0.000573448218707136,2020-07-31,1.63640291211936,1.74190280106703,200,"R.area","2020-07-31","NM","1","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","NM1MW",2019-10-01,310,-0.620543373044907,0.0745610927653318,-0.000288037059916999,2019-10-18,2.89637739979101,1.82502264959571,237.0667,"R.area","2019-10-18","NM","1","M","W","NM","M","NM1MW",1.33,1.48,14.79,NA,NA,NA,"NM","1","M","W",3.50858716
"321","NM1MW",2019-10-01,34,0.818870369798233,0.0745610927653317,-0.000288037059916998,2019-10-18,12.2175632418683,1.82502264959571,237.0667,"R.mass","2019-10-18","NM","1","M","W","NM","M","NM1MW",1.33,1.48,14.79,NA,NA,NA,"NM","1","M","W",3.50858716
"322","NM1MW",2019-12-01,501,-1.58535392143296,0.0708815020466277,-9.16957213924199e-05,2019-12-14,1.13811547662268,1.94054169780186,134.3997,"R.area","2019-12-14","NM","1","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","NM1MW",2019-12-01,225,0.421583161605473,0.0708815020466277,-9.16957213924197e-05,2019-12-14,8.46814000792172,1.94054169780186,134.3997,"R.mass","2019-12-14","NM","1","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","NM1MW",2020-02-01,429,-1.88828538704308,0.12126517792524,-0.000953773906048865,2020-02-15,1.72846783192535,2.08707763394728,138.1367,"R.area","2020-02-15","NM","1","M","W","NM","M","NM1MW",1.75,1.94,19.44,NA,NA,NA,"NM","1","M","W",2.67985198
"325","NM1MW",2020-02-01,153,0.0912261173720301,0.12126517792524,-0.000953773906048863,2020-02-15,12.5127343560788,2.08707763394728,138.1367,"R.mass","2020-02-15","NM","1","M","W","NM","M","NM1MW",1.75,1.94,19.44,NA,NA,NA,"NM","1","M","W",2.67985198
"326","NM1MW",2020-04-01,273,0.818435935911729,0.0632693769943574,-0.000118722771655555,2020-04-10,10.2365907385341,1.77416942549515,124.680071,"R.mass","2020-04-10","NM","1","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","NM1MW",2020-04-01,549,-1.26356831871362,0.0632693769943575,-0.000118722771655556,2020-04-10,1.27629886007837,1.77416942549515,124.680071,"R.area","2020-04-10","NM","1","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","NM1MW",2020-06-01,345,-1.17525270059161,0.06182524909235,7.40584538654225e-05,2020-06-12,1.51689435982367,1.92568494080085,176.8623,"R.area","2020-06-12","NM","1","M","W","NM","M","NM1MW",1.05,1.16,11.62,NA,NA,NA,"NM","1","M","W",2.05160268
"329","NM1MW",2020-06-01,69,0.557131114691067,0.0618252490923499,7.40584538654255e-05,2020-06-12,8.57669701131146,1.92568494080085,176.8623,"R.mass","2020-06-12","NM","1","M","W","NM","M","NM1MW",1.05,1.16,11.62,NA,NA,NA,"NM","1","M","W",2.05160268
"330","NM1MW",2020-07-01,105,0.915969850835497,0.0487349695912168,8.15347442158622e-05,2020-07-31,8.89334554719243,1.69573634447877,156.0336,"R.mass","2020-07-31","NM","1","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","NM1MW",2020-07-01,381,-0.941714059473655,0.0487349695912169,8.15347442158616e-05,2020-07-31,1.3876607217724,1.69573634447877,156.0336,"R.area","2020-07-31","NM","1","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","NM2GC",2019-10-01,33,-0.967812939537485,0.100498684231675,-0.000266893206021581,2019-10-18,3.96634855688765,2.39059010017349,240.8912,"R.mass","2019-10-18","NM","2","G","C","NM","G","NM2GC",1.18,1.31,13.09,NA,NA,NA,"NM","2","G","C",3.15567472
"333","NM2GC",2019-10-01,309,-2.39122283924639,0.100498684231675,-0.000266893206021581,2019-10-18,0.955458463486933,2.39059010017349,240.8912,"R.area","2019-10-18","NM","2","G","C","NM","G","NM2GC",1.18,1.31,13.09,NA,NA,NA,"NM","2","G","C",3.15567472
"334","NM2GC",2019-12-01,216,-1.22801437510369,0.0953122869868848,-0.00023762617770151,2019-12-15,2.73539661095002,2.30322377076412,243.0636,"R.mass","2019-12-15","NM","2","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","NM2GC",2019-12-01,492,-2.64244651659512,0.0953122869868849,-0.000237626177701512,2019-12-15,0.66487534768531,2.30322377076412,243.0636,"R.area","2019-12-15","NM","2","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","NM2GC",2020-02-01,152,-0.850636473375621,0.0918912894423947,-0.000143127015911535,2020-02-15,3.88526571946561,2.33345356395309,244.946,"R.mass","2020-02-15","NM","2","G","C","NM","G","NM2GC",1.18,1.31,13.1,NA,NA,NA,"NM","2","G","C",3.2087926
"337","NM2GC",2020-02-01,428,-2.25735397426975,0.0918912894423947,-0.000143127015911534,2020-02-15,0.951680296920224,2.33345356395309,244.946,"R.area","2020-02-15","NM","2","G","C","NM","G","NM2GC",1.18,1.31,13.1,NA,NA,NA,"NM","2","G","C",3.2087926
"338","NM2GC",2020-04-01,264,-0.210083553273351,0.0561823287187208,0.000420035810680793,2020-04-11,4.2930483271214,2.16374646231345,261.392571,"R.mass","2020-04-11","NM","2","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","NM2GC",2020-04-01,540,-1.55181545151513,0.0561823287187209,0.000420035810680791,2020-04-11,1.12217093965351,2.16374646231345,261.392571,"R.area","2020-04-11","NM","2","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","NM2GC",2020-06-01,344,-2.08676945978514,0.0919700702227138,-0.000112981268326778,2020-06-12,1.15242567443301,2.37075878905521,248.7737,"R.area","2020-06-12","NM","2","G","C","NM","G","NM2GC",1.42,1.57,15.74,NA,NA,NA,"NM","2","G","C",3.90574709
"341","NM2GC",2020-06-01,68,-0.695557828685106,0.0919700702227139,-0.000112981268326779,2020-06-12,4.63242567213902,2.37075878905521,248.7737,"R.mass","2020-06-12","NM","2","G","C","NM","G","NM2GC",1.42,1.57,15.74,NA,NA,NA,"NM","2","G","C",3.90574709
"342","NM2GC",2020-07-01,104,-0.371289946587329,0.120795645054297,-0.000459842194135435,2020-07-31,10.6036661914261,2.65922666604952,155.0187,"R.mass","2020-07-31","NM","2","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","NM2GC",2020-07-01,380,-2.23549947076597,0.120795645054297,-0.000459842194135429,2020-07-31,1.64376654822883,2.65922666604952,155.0187,"R.area","2020-07-31","NM","2","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","NM2GW",2019-10-01,32,-0.733428345716358,0.0719371858693258,0.000155821736447849,2019-10-18,3.19756597094365,2.21950173481788,250.3255,"R.mass","2019-10-18","NM","2","G","W","NM","G","NM2GW",1.06,1.17,11.73,NA,NA,NA,"NM","2","G","W",2.92880835
"345","NM2GW",2019-10-01,308,-2.11842155370325,0.071937185869326,0.000155821736447847,2019-10-18,0.800432300459453,2.21950173481788,250.3255,"R.area","2019-10-18","NM","2","G","W","NM","G","NM2GW",1.06,1.17,11.73,NA,NA,NA,"NM","2","G","W",2.92880835
"346","NM2GW",2019-12-01,215,-1.35701984952085,0.0897567285799674,7.84104732596281e-05,2019-12-15,2.54951950184392,2.55173245455399,247.5217,"R.mass","2019-12-15","NM","2","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","NM2GW",2019-12-01,491,-2.75327687356994,0.0897567285799673,7.84104732596296e-05,2019-12-15,0.631061401279561,2.55173245455399,247.5217,"R.area","2019-12-15","NM","2","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","NM2GW",2020-02-01,151,-0.552098009213881,0.0712799671642256,0.00021179182412025,2020-02-15,3.90505184576108,2.26754009133085,237.0145,"R.mass","2020-02-15","NM","2","G","W","NM","G","NM2GW",1.04,1.15,11.55,NA,NA,NA,"NM","2","G","W",2.72566675
"349","NM2GW",2020-02-01,427,-1.99173196749779,0.0712799671642255,0.000211791824120252,2020-02-15,0.92555391069714,2.26754009133085,237.0145,"R.area","2020-02-15","NM","2","G","W","NM","G","NM2GW",1.04,1.15,11.55,NA,NA,NA,"NM","2","G","W",2.72566675
"350","NM2GW",2020-04-01,263,-1.58355987419646,0.134683085473084,-0.000693887829826549,2020-04-11,3.85679824469267,2.71797451639231,252.263052,"R.mass","2020-04-11","NM","2","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","NM2GW",2020-04-01,539,-2.96084275296434,0.134683085473084,-0.000693887829826549,2020-04-11,0.972927696154417,2.71797451639231,252.263052,"R.area","2020-04-11","NM","2","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","NM2GW",2020-06-01,67,-0.162376319957562,0.0777179195212774,6.46816100875398e-06,2020-06-12,5.95728159439269,2.1823740013331,215.8408,"R.mass","2020-06-12","NM","2","G","W","NM","G","NM2GW",1.39,1.54,15.38,NA,NA,NA,"NM","2","G","W",3.32394832
"353","NM2GW",2020-06-01,343,-1.69559050003791,0.0777179195212778,6.46816100874702e-06,2020-06-12,1.28582442515899,2.1823740013331,215.8408,"R.area","2020-06-12","NM","2","G","W","NM","G","NM2GW",1.39,1.54,15.38,NA,NA,NA,"NM","2","G","W",3.32394832
"354","NM2GW",2020-07-01,103,1.31512827100437,0.0132771529098048,0.000951259428452885,2020-07-31,9.40831842268845,1.83749134763645,174.6258,"R.mass","2020-07-31","NM","2","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","NM2GW",2020-07-01,379,-0.429981609165623,0.0132771529098054,0.000951259428452874,2020-07-31,1.64293513121671,1.83749134763645,174.6258,"R.area","2020-07-31","NM","2","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","NM2MC",2019-10-01,31,0.702330402798932,0.0615658149553997,-0.000118556433607222,2019-10-18,8.73534994939557,1.7443464054659,172.3361,"R.mass","2019-10-18","NM","2","M","C","NM","M","NM2MC",1.13,1.25,12.53,NA,NA,NA,"NM","2","M","C",2.15420125
"357","NM2MC",2019-10-01,307,-1.05597823631314,0.0615658149553996,-0.00011855643360722,2019-10-18,1.50541614241403,1.7443464054659,172.3361,"R.area","2019-10-18","NM","2","M","C","NM","M","NM2MC",1.13,1.25,12.53,NA,NA,NA,"NM","2","M","C",2.15420125
"358","NM2MC",2019-12-01,214,0.404040942088165,0.0744599557524326,-9.44682584449288e-05,2019-12-15,9.08384148674202,2.00845431414354,116.7195,"R.mass","2019-12-15","NM","2","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","NM2MC",2019-12-01,490,-1.74394071644461,0.0744599557524327,-9.44682584449298e-05,2019-12-15,1.06026143641179,2.00845431414354,116.7195,"R.area","2019-12-15","NM","2","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","NM2MC",2020-02-01,426,-2.01448101766224,0.122250836985371,-0.000949182891798558,2020-02-15,1.56604071970731,2.11259473445142,128.5847,"R.area","2020-02-15","NM","2","M","C","NM","M","NM2MC",1.5,1.67,16.69,NA,NA,NA,"NM","2","M","C",2.14736449
"361","NM2MC",2020-02-01,150,0.0366864301557288,0.122250836985371,-0.000949182891798557,2020-02-15,12.1790595592423,2.11259473445142,128.5847,"R.mass","2020-02-15","NM","2","M","C","NM","M","NM2MC",1.5,1.67,16.69,NA,NA,NA,"NM","2","M","C",2.14736449
"362","NM2MC",2020-04-01,262,0.256526395523971,0.0904166783965096,-0.000367950455250478,2020-04-11,9.84510444432858,2.05482678804512,112.649428,"R.mass","2020-04-11","NM","2","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","NM2MC",2020-04-01,538,-1.92694829426702,0.0904166783965095,-0.000367950455250477,2020-04-11,1.10904538425387,2.05482678804512,112.649428,"R.area","2020-04-11","NM","2","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","NM2MC",2020-06-01,66,0.568445643296617,0.0792412724510211,-0.000366813536941619,2020-06-12,10.1779029615479,1.83860283805023,124.1004,"R.mass","2020-06-12","NM","2","M","C","NM","M","NM2MC",1.16,1.28,12.82,NA,NA,NA,"NM","2","M","C",1.58848512
"365","NM2MC",2020-06-01,342,-1.51821872027306,0.0792412724510212,-0.00036681353694162,2020-06-12,1.26308182868928,1.83860283805023,124.1004,"R.area","2020-06-12","NM","2","M","C","NM","M","NM2MC",1.16,1.28,12.82,NA,NA,NA,"NM","2","M","C",1.58848512
"366","NM2MC",2020-07-01,102,1.69770839137261,-0.0240521540101601,0.00131051254905635,2020-07-31,6.79016257293504,1.5139690835444,161.4558,"R.mass","2020-07-31","NM","2","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","NM2MC",2020-07-01,378,-0.125815466615693,-0.0240521540101603,0.00131051254905635,2020-07-31,1.09631113034329,1.5139690835444,161.4558,"R.area","2020-07-31","NM","2","M","C","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","NM2MW",2019-10-01,30,0.688171995656648,0.071221163333888,-0.000409062882100191,2019-10-18,9.14344087245625,1.6614325170163,158.5267,"R.mass","2019-10-18","NM","2","M","W","NM","M","NM2MW",1.27,1.41,14.13,NA,NA,NA,"NM","2","M","W",2.23522647
"369","NM2MW",2019-10-01,306,-1.1536602499363,0.0712211633338876,-0.000409062882100183,2019-10-18,1.44947950815561,1.6614325170163,158.5267,"R.area","2019-10-18","NM","2","M","W","NM","M","NM2MW",1.27,1.41,14.13,NA,NA,NA,"NM","2","M","W",2.23522647
"370","NM2MW",2019-12-01,213,0.676828431172242,0.0554082215910093,0.000140022854669035,2019-12-15,8.58098110715275,1.86655342722193,140.1441,"R.mass","2019-12-15","NM","2","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","NM2MW",2019-12-01,489,-1.28825566883764,0.0554082215910092,0.000140022854669036,2019-12-15,1.20257387437893,1.86655342722193,140.1441,"R.area","2019-12-15","NM","2","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","NM2MW",2020-02-01,425,-2.1041497433544,0.128109529011118,-0.00113627693149565,2020-02-15,1.47464222307013,2.04001431372497,123.8183,"R.area","2020-02-15","NM","2","M","W","NM","M","NM2MW",1.47,1.63,16.31,NA,NA,NA,"NM","2","M","W",2.01823829
"373","NM2MW",2020-02-01,149,-0.0152096327615982,0.128109529011118,-0.00113627693149565,2020-02-15,11.909727585261,2.04001431372497,123.8183,"R.mass","2020-02-15","NM","2","M","W","NM","M","NM2MW",1.47,1.63,16.31,NA,NA,NA,"NM","2","M","W",2.01823829
"374","NM2MW",2020-04-01,261,1.87337620936116,0.00238215415973982,0.000843112110468422,2020-04-11,11.7033500794717,1.56107954324723,118.321915,"R.mass","2020-04-11","NM","2","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","NM2MW",2020-04-01,537,-0.260970066427157,0.00238215415973959,0.000843112110468426,2020-04-11,1.38476279331849,1.56107954324723,118.321915,"R.area","2020-04-11","NM","2","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","NM2MW",2020-06-01,65,0.608102559620217,0.0714425509706766,-0.000146441818490971,2020-06-12,10.000551058545,1.89876675755556,140.8396,"R.mass","2020-06-12","NM","2","M","W","NM","M","NM2MW",1.32,1.46,14.61,NA,NA,NA,"NM","2","M","W",2.05625816
"377","NM2MW",2020-06-01,341,-1.35203106518135,0.0714425509706767,-0.000146441818490972,2020-06-12,1.40847361086505,1.89876675755556,140.8396,"R.area","2020-06-12","NM","2","M","W","NM","M","NM2MW",1.32,1.46,14.61,NA,NA,NA,"NM","2","M","W",2.05625816
"378","NM2MW",2020-07-01,101,0.162342386908206,0.105861565458658,-0.000896431096033914,2020-07-31,9.47457683117257,1.84116791480786,153.8496,"R.mass","2020-07-31","NM","2","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","NM2MW",2020-07-01,377,-1.70943739024426,0.105861565458658,-0.000896431096033914,2020-07-31,1.45765985564517,1.84116791480786,153.8496,"R.area","2020-07-31","NM","2","M","W","NM","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","NM3GC",2019-10-01,29,0.253497383917748,0.00908088723777072,0.00106622200630511,2019-10-18,3.14844386229225,1.86622910867804,250.8631,"R.mass","2019-10-18","NM","3","G","C","NM","G","NM3GC",1.13,1.25,12.53,NA,NA,NA,"NM","3","G","C",3.13578875
"381","NM3GC",2019-10-01,305,-1.12935052305397,0.00908088723777037,0.00106622200630512,2019-10-18,0.789828387470608,1.86622910867804,250.8631,"R.area","2019-10-18","NM","3","G","C","NM","G","NM3GC",1.13,1.25,12.53,NA,NA,NA,"NM","3","G","C",3.13578875
"382","NM3GC",2019-12-01,212,-0.564987899500323,0.0396773727017567,0.000763021312884984,2019-12-15,2.46905315378107,2.17773290417034,234.6693,"R.mass","2019-12-15","NM","3","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","NM3GC",2019-12-01,488,-2.01456588946458,0.0396773727017564,0.000763021312884987,2019-12-15,0.579410975260597,2.17773290417034,234.6693,"R.area","2019-12-15","NM","3","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","NM3GC",2020-02-01,416,-2.24375757450209,0.0849754202598904,8.39467933084906e-05,2020-02-16,0.935283747764772,2.43934021549332,245.7184,"R.area","2020-02-16","NM","3","G","C","NM","G","NM3GC",1.21,1.35,13.47,NA,NA,NA,"NM","3","G","C",3.3171984
"385","NM3GC",2020-02-01,140,-0.840188460318001,0.0849754202598904,8.3946793308491e-05,2020-02-16,3.8063236117636,2.43934021549332,245.7184,"R.mass","2020-02-16","NM","3","G","C","NM","G","NM3GC",1.21,1.35,13.47,NA,NA,NA,"NM","3","G","C",3.3171984
"386","NM3GC",2020-04-01,260,-0.384339971223385,0.0532862320404872,0.000533479328415225,2020-04-11,3.60110380169509,2.22465530521492,241.94578,"R.mass","2020-04-11","NM","3","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","NM3GC",2020-04-01,536,-1.80338159873847,0.053286232040487,0.000533479328415227,2020-04-11,0.871271868162085,2.22465530521492,241.94578,"R.area","2020-04-11","NM","3","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","NM3GC",2020-06-01,84,-0.670374119979657,0.0746220717975722,0.000222080287475381,2020-06-11,3.79611378256921,2.3566965269373,243.7166,"R.mass","2020-06-11","NM","3","G","C","NM","G","NM3GC",1.48,1.65,16.45,NA,NA,NA,"NM","3","G","C",4.0213239
"389","NM3GC",2020-06-01,360,-2.08212332411373,0.0746220717975717,0.000222080287475388,2020-06-11,0.925175944300908,2.3566965269373,243.7166,"R.area","2020-06-11","NM","3","G","C","NM","G","NM3GC",1.48,1.65,16.45,NA,NA,NA,"NM","3","G","C",4.0213239
"390","NM3GC",2020-07-01,100,1.03366374299064,0.0116525450365191,0.00110426465812083,2020-07-31,7.5017984132364,1.95161606264366,163.5032,"R.mass","2020-07-31","NM","3","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","NM3GC",2020-07-01,376,-0.777258973980277,0.0116525450365195,0.00110426465812082,2020-07-31,1.22656804631907,1.95161606264366,163.5032,"R.area","2020-07-31","NM","3","G","C","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","NM3GW",2019-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM3GW",1.39,1.54,15.41,NA,NA,NA,"NM","3","G","W",NA
"393","NM3GW",2019-12-01,211,-0.834641811030385,0.098773400469478,-0.000174216590713069,2019-12-15,4.59885717085929,2.4611425893747,202.823,"R.mass","2019-12-15","NM","3","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","NM3GW",2019-12-01,487,-2.43006341249738,0.098773400469478,-0.000174216590713069,2019-12-15,0.932754007965194,2.4611425893747,202.823,"R.area","2019-12-15","NM","3","G","W","NM","G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","NM3GW",2020-02-01,415,-1.96890453187238,0.0753045506514379,0.000139835519250848,2020-02-16,1.0011070462692,2.27723791124368,216.1679,"R.area","2020-02-16","NM","3","G","W","NM","G","NM3GW",1.26,1.39,13.94,NA,NA,NA,"NM","3","G","W",3.00473381
"396","NM3GW",2020-02-01,139,-0.437204673436526,0.075304550651438,0.000139835519250846,2020-02-16,4.63115497846442,2.27723791124368,216.1679,"R.mass","2020-02-16","NM","3","G","W","NM","G","NM3GW",1.26,1.39,13.94,NA,NA,NA,"NM","3","G","W",3.00473381
